fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-78656.jpg,0.5817292332649231,0.5354576706886292,0.5418505072593689,0.5138477683067322,0.46506068110466003,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-79168.jpg,0.5464315414428711,0.5092514157295227,0.5415321588516235,0.5561887621879578,0.4716859459877014,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-79680.jpg,0.4876777231693268,0.5080946087837219,0.48134610056877136,0.5878459811210632,0.5018614530563354,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-80192.jpg,0.524804949760437,0.4385063350200653,0.45054933428764343,0.5410338044166565,0.558012843132019,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-80704.jpg,0.5513896346092224,0.4417170286178589,0.484040766954422,0.49168142676353455,0.44268563389778137,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-81216.jpg,0.5405600070953369,0.47482869029045105,0.5109549760818481,0.6645211577415466,0.4881266951560974,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-81728.jpg,0.5145595073699951,0.5374529361724854,0.49434131383895874,0.671509325504303,0.4950788617134094,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-82240.jpg,0.4793475270271301,0.5132339000701904,0.41684284806251526,0.6472936272621155,0.545877993106842,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-82752.jpg,0.47056952118873596,0.46788278222084045,0.474325954914093,0.5893337726593018,0.5331940650939941,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10048-83264.jpg,0.5206024646759033,0.42298179864883423,0.43922775983810425,0.5802321434020996,0.5544805526733398,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-121856.jpg,0.5328202247619629,0.49489521980285645,0.37559810280799866,0.5680606961250305,0.4664256274700165,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-122880.jpg,0.5389525890350342,0.5399258136749268,0.54765784740448,0.5666844248771667,0.5244043469429016,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-123392.jpg,0.5835422873497009,0.4965716004371643,0.5074298977851868,0.5615569353103638,0.4853515326976776,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-126976.jpg,0.5169187188148499,0.5181751251220703,0.5005472302436829,0.6088698506355286,0.509975254535675,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-127488.jpg,0.5733928680419922,0.5110548734664917,0.5490837693214417,0.6350946426391602,0.5175154805183411,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-128000.jpg,0.5196651816368103,0.49240434169769287,0.5301883220672607,0.564931333065033,0.5077189207077026,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-128512.jpg,0.5670835971832275,0.49391138553619385,0.5733083486557007,0.5672553777694702,0.4999961853027344,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-129024.jpg,0.539261519908905,0.5085975527763367,0.45335158705711365,0.5866862535476685,0.5021427869796753,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-129536.jpg,0.5565805435180664,0.510383665561676,0.5344665050506592,0.6041690111160278,0.4554814100265503,0,1
sample_dataset/Camelyon16/tumor_001/HR/tumor_001_10496-130048.jpg,0.5337457656860352,0.5242795944213867,0.5389458537101746,0.5496037006378174,0.4781045913696289,0,1
