fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-13312.jpg,0.3948650360107422,0.5799756646156311,0.5189855694770813,0.5665613412857056,0.5346851348876953,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-14336.jpg,0.5369992852210999,0.6001416444778442,0.5970636010169983,0.48148030042648315,0.566436767578125,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-15360.jpg,0.5477765202522278,0.457398384809494,0.5117557048797607,0.4536532461643219,0.5408623814582825,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-16384.jpg,0.524474561214447,0.44805967807769775,0.5404254198074341,0.458318293094635,0.5547664761543274,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-17408.jpg,0.4955041706562042,0.5203433036804199,0.5836262106895447,0.42601898312568665,0.6488056182861328,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-18432.jpg,0.5324397087097168,0.4767710566520691,0.577484130859375,0.47669461369514465,0.4909493327140808,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-19456.jpg,0.5185630917549133,0.47071537375450134,0.5520233511924744,0.4766223132610321,0.5736269950866699,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-20480.jpg,0.5286352038383484,0.47883522510528564,0.5501807332038879,0.4626940190792084,0.5766996741294861,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-21504.jpg,0.5098215937614441,0.4648803472518921,0.4945331811904907,0.46391597390174866,0.5273094177246094,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-22528.jpg,0.548629641532898,0.5160748958587646,0.5787011384963989,0.44469350576400757,0.5641196966171265,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-23552.jpg,0.49264833331108093,0.5188577175140381,0.5387189388275146,0.46300259232521057,0.5493050217628479,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-24576.jpg,0.5019531846046448,0.49086588621139526,0.5442354083061218,0.43704354763031006,0.5136795043945312,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-25600.jpg,0.5083033442497253,0.5055722594261169,0.5102877020835876,0.4038330018520355,0.5942191481590271,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-26624.jpg,0.4999697208404541,0.5330658555030823,0.5416828393936157,0.49777519702911377,0.5565508008003235,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-27648.jpg,0.5494028329849243,0.4619302451610565,0.5498330593109131,0.4337341785430908,0.5310866832733154,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-28672.jpg,0.5206016898155212,0.4401840269565582,0.6075613498687744,0.41987138986587524,0.5514135360717773,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-29696.jpg,0.5036582350730896,0.45601585507392883,0.5761487483978271,0.44271039962768555,0.5959394574165344,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-30720.jpg,0.49917760491371155,0.5187395215034485,0.5299859642982483,0.5255715250968933,0.5292862057685852,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-31744.jpg,0.5096279382705688,0.37138018012046814,0.5465929508209229,0.4270778298377991,0.552923321723938,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-32768.jpg,0.5651992559432983,0.5730688571929932,0.549543023109436,0.46740981936454773,0.4990555942058563,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-33792.jpg,0.5171676278114319,0.43918392062187195,0.5743905305862427,0.39868366718292236,0.5757675170898438,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-34816.jpg,0.5706777572631836,0.5183711647987366,0.5498683452606201,0.46323564648628235,0.5705365538597107,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-35840.jpg,0.5174694061279297,0.5075317621231079,0.4848167300224304,0.47498831152915955,0.5665308237075806,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-36864.jpg,0.5416680574417114,0.49296700954437256,0.5694335699081421,0.5088882446289062,0.5293689370155334,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-37888.jpg,0.5121346116065979,0.5639041066169739,0.6125805377960205,0.4489392340183258,0.6101619005203247,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-38912.jpg,0.5015367865562439,0.5417037010192871,0.6288110017776489,0.45373857021331787,0.5605290532112122,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-39936.jpg,0.5058547258377075,0.5334490537643433,0.5263866186141968,0.3859250843524933,0.5492041110992432,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-40960.jpg,0.4944079518318176,0.4906153082847595,0.503649890422821,0.45383313298225403,0.5618008971214294,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-41984.jpg,0.5373477339744568,0.5341935753822327,0.5301737189292908,0.4525672197341919,0.6149633526802063,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-43008.jpg,0.5288698077201843,0.5774628520011902,0.5439100861549377,0.46654438972473145,0.519077479839325,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-44032.jpg,0.5341598987579346,0.5427749156951904,0.5183730125427246,0.5024524331092834,0.5861685872077942,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-45056.jpg,0.5384556651115417,0.4752824306488037,0.47934141755104065,0.44580426812171936,0.5637003183364868,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-46080.jpg,0.5472003221511841,0.5439377427101135,0.49276164174079895,0.48161110281944275,0.5825782418251038,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-47104.jpg,0.5362579226493835,0.4941501319408417,0.49536633491516113,0.5003127455711365,0.5638600587844849,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-48128.jpg,0.5546611547470093,0.472269743680954,0.5469551682472229,0.5650802850723267,0.43814364075660706,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-49152.jpg,0.5350976586341858,0.5063039660453796,0.5636612772941589,0.5176728963851929,0.5018049478530884,0,1
sample_dataset/TCGA-KIRC/TCGA-A3-3228/HR/TCGA-A3-3228_10560-50176.jpg,0.5629169940948486,0.5505022406578064,0.5794155597686768,0.45391327142715454,0.48366081714630127,0,1
