fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-18049.jpg,0.5365362763404846,0.5842757225036621,0.6222841143608093,0.4974634349346161,0.5107806324958801,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-19073.jpg,0.5871665477752686,0.5571953058242798,0.5659319758415222,0.5148743987083435,0.5107648372650146,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-20097.jpg,0.5883418321609497,0.5003000497817993,0.5706859827041626,0.5656448602676392,0.539195716381073,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-21121.jpg,0.5608107447624207,0.509138822555542,0.5434477925300598,0.546086311340332,0.5795236229896545,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-22145.jpg,0.5441535711288452,0.5357922911643982,0.47485604882240295,0.572932243347168,0.5519806146621704,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-23169.jpg,0.46171727776527405,0.5222148299217224,0.5620143413543701,0.5278257727622986,0.5309487581253052,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-24193.jpg,0.4313209354877472,0.6214737296104431,0.5047610998153687,0.4972187578678131,0.5164214372634888,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-25217.jpg,0.5690287947654724,0.545746922492981,0.5908313393592834,0.5950002074241638,0.5389397740364075,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-26241.jpg,0.576749324798584,0.5536239147186279,0.5441532731056213,0.6018763184547424,0.5403688549995422,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-27265.jpg,0.5607704520225525,0.5048403143882751,0.6697537302970886,0.52991783618927,0.5613855719566345,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-28289.jpg,0.5674131512641907,0.503902018070221,0.6169459819793701,0.6094842553138733,0.5231813788414001,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-29313.jpg,0.5962361097335815,0.5246818661689758,0.41262108087539673,0.5403839349746704,0.5882794857025146,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-30337.jpg,0.5332852602005005,0.5800011157989502,0.5304563045501709,0.5478294491767883,0.6757394075393677,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-31361.jpg,0.5618884563446045,0.5034272074699402,0.5098589062690735,0.5198097229003906,0.5084621906280518,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-32385.jpg,0.5716833472251892,0.47389882802963257,0.5754380226135254,0.6085193157196045,0.49034976959228516,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-33409.jpg,0.5514767169952393,0.5515785813331604,0.5155407786369324,0.5329807996749878,0.521500825881958,0,1
sample_dataset/TCGA-LUAD/TCGA-78-8640/HR/TCGA-78-8640_100096-34433.jpg,0.5460596084594727,0.4752945303916931,0.5309242606163025,0.5759421586990356,0.5242576599121094,0,1
